,index,rec_id_1,rec_id_2,prob,Match
2280,2280,rec-1305-dup-1,rec-1305-org,1.0,Match
2281,2281,rec-1305-org,rec-662-dup-4,0.0,Non-Match
2282,2282,rec-1307-dup-0,rec-1307-dup-1,1.0,Match
2283,2283,rec-1307-dup-0,rec-1307-dup-2,1.0,Match
2284,2284,rec-1307-dup-0,rec-1307-dup-3,1.0,Match
2285,2285,rec-1307-dup-0,rec-1307-dup-4,1.0,Match
2286,2286,rec-1307-dup-0,rec-1360-org,0.0,Non-Match
2287,2287,rec-1307-dup-1,rec-1307-dup-2,1.0,Match
2288,2288,rec-1307-dup-1,rec-1307-dup-3,1.0,Match
2289,2289,rec-1307-dup-1,rec-1307-dup-4,1.0,Match
2290,2290,rec-1307-dup-1,rec-1360-org,0.0,Non-Match
2291,2291,rec-1307-dup-3,rec-1307-dup-2,1.0,Match
2292,2292,rec-1307-dup-3,rec-1307-dup-4,1.0,Match
2293,2293,rec-1307-dup-4,rec-1307-dup-2,1.0,Match
2294,2294,rec-1307-dup-4,rec-1360-org,0.0,Non-Match
2295,2295,rec-1307-org,rec-1307-dup-0,1.0,Match
2296,2296,rec-1307-org,rec-1307-dup-1,1.0,Match
2297,2297,rec-1307-org,rec-1307-dup-2,1.0,Match
2298,2298,rec-1307-org,rec-1307-dup-3,1.0,Match
2299,2299,rec-1307-org,rec-1307-dup-4,1.0,Match
2300,2300,rec-1307-org,rec-1360-org,0.0,Non-Match
2301,2301,rec-1307-org,rec-325-org,0.0,Non-Match
2302,2302,rec-1308-org,rec-1031-org,0.0,Non-Match
2303,2303,rec-1309-org,rec-1337-dup-3,0.0,Non-Match
2304,2304,rec-1309-org,rec-1767-dup-0,0.0,Non-Match
2305,2305,rec-1309-org,rec-1767-org,0.0,Non-Match
2306,2306,rec-131-dup-0,rec-1897-dup-1,0.0,Non-Match
2307,2307,rec-131-org,rec-1124-dup-1,0.0,Non-Match
2308,2308,rec-131-org,rec-131-dup-0,1.0,Match
2309,2309,rec-131-org,rec-1589-dup-2,0.0,Non-Match
2310,2310,rec-131-org,rec-1897-dup-0,0.0,Non-Match
2311,2311,rec-131-org,rec-1897-dup-1,0.0,Non-Match
2312,2312,rec-1310-dup-0,rec-1310-org,1.0,Match
2313,2313,rec-1312-dup-1,rec-1312-dup-0,1.0,Match
2314,2314,rec-1312-org,rec-1312-dup-0,1.0,Match
2315,2315,rec-1312-org,rec-1312-dup-1,1.0,Match
2316,2316,rec-1313-dup-0,rec-1313-org,1.0,Match
2317,2317,rec-1313-dup-0,rec-1331-org,0.0,Non-Match
2318,2318,rec-1313-dup-0,rec-970-org,0.0,Non-Match
2319,2319,rec-1313-org,rec-1331-org,0.0,Non-Match
2320,2320,rec-1314-dup-0,rec-1145-org,0.0,Non-Match
2321,2321,rec-1314-dup-0,rec-1314-dup-1,1.0,Match
2322,2322,rec-1314-dup-0,rec-1314-dup-2,1.0,Match
2323,2323,rec-1314-dup-0,rec-1314-dup-3,1.0,Match
2324,2324,rec-1314-dup-0,rec-1314-org,1.0,Match
2325,2325,rec-1314-dup-0,rec-1560-dup-1,0.0,Non-Match
2326,2326,rec-1314-dup-0,rec-1560-dup-3,0.003,Non-Match
2327,2327,rec-1314-dup-0,rec-1560-org,0.003,Non-Match
2328,2328,rec-1314-dup-0,rec-1822-org,0.0,Non-Match
2329,2329,rec-1314-dup-0,rec-1936-org,0.0,Non-Match
2330,2330,rec-1314-dup-0,rec-205-org,0.0,Non-Match
2331,2331,rec-1314-dup-0,rec-210-dup-2,0.0,Non-Match
2332,2332,rec-1314-dup-0,rec-210-dup-3,0.0,Non-Match
2333,2333,rec-1314-dup-0,rec-210-dup-4,0.0,Non-Match
2334,2334,rec-1314-dup-0,rec-210-org,0.0,Non-Match
2335,2335,rec-1314-dup-2,rec-1314-dup-1,1.0,Match
2336,2336,rec-1314-dup-2,rec-210-org,0.0,Non-Match
2337,2337,rec-1314-dup-3,rec-1145-org,0.0,Non-Match
2338,2338,rec-1314-dup-3,rec-1314-dup-1,1.0,Match
2339,2339,rec-1314-dup-3,rec-1314-dup-2,1.0,Match
2340,2340,rec-1314-dup-3,rec-1560-dup-1,0.0,Non-Match
2341,2341,rec-1314-dup-3,rec-1560-dup-3,0.003,Non-Match
2342,2342,rec-1314-dup-3,rec-1560-org,0.003,Non-Match
2343,2343,rec-1314-dup-3,rec-1822-org,0.0,Non-Match
2344,2344,rec-1314-dup-3,rec-1936-org,0.0,Non-Match
2345,2345,rec-1314-dup-3,rec-205-org,0.0,Non-Match
2346,2346,rec-1314-dup-3,rec-210-dup-2,0.0,Non-Match
2347,2347,rec-1314-dup-3,rec-210-dup-3,0.0,Non-Match
2348,2348,rec-1314-dup-3,rec-210-dup-4,0.0,Non-Match
2349,2349,rec-1314-dup-3,rec-210-org,0.0,Non-Match
2350,2350,rec-1314-org,rec-1145-org,0.0,Non-Match
2351,2351,rec-1314-org,rec-1314-dup-1,1.0,Match
2352,2352,rec-1314-org,rec-1314-dup-2,1.0,Match
2353,2353,rec-1314-org,rec-1314-dup-3,1.0,Match
2354,2354,rec-1314-org,rec-1560-dup-1,0.0,Non-Match
2355,2355,rec-1314-org,rec-1560-dup-3,0.003,Non-Match
2356,2356,rec-1314-org,rec-1560-org,0.003,Non-Match
2357,2357,rec-1314-org,rec-1822-org,0.0,Non-Match
2358,2358,rec-1314-org,rec-1936-org,0.0,Non-Match
2359,2359,rec-1314-org,rec-205-org,0.0,Non-Match
2360,2360,rec-1314-org,rec-210-dup-2,0.0,Non-Match
2361,2361,rec-1314-org,rec-210-dup-3,0.0,Non-Match
2362,2362,rec-1314-org,rec-210-dup-4,0.0,Non-Match
2363,2363,rec-1314-org,rec-210-org,0.0,Non-Match
2364,2364,rec-1315-org,rec-4-org,0.0,Non-Match
2365,2365,rec-1316-dup-0,rec-1316-dup-2,1.0,Match
2366,2366,rec-1316-dup-0,rec-1316-dup-3,1.0,Match
2367,2367,rec-1316-dup-0,rec-1316-dup-4,1.0,Match
2368,2368,rec-1316-dup-0,rec-1316-org,1.0,Match
2369,2369,rec-1316-dup-1,rec-1316-dup-0,1.0,Match
2370,2370,rec-1316-dup-1,rec-1316-dup-2,1.0,Match
2371,2371,rec-1316-dup-1,rec-1316-dup-3,1.0,Match
2372,2372,rec-1316-dup-1,rec-1316-dup-4,1.0,Match
2373,2373,rec-1316-dup-1,rec-1316-org,1.0,Match
2374,2374,rec-1316-dup-2,rec-1316-dup-3,1.0,Match
2375,2375,rec-1316-dup-2,rec-1316-dup-4,1.0,Match
2376,2376,rec-1316-dup-3,rec-1316-dup-4,1.0,Match
2377,2377,rec-1316-org,rec-1316-dup-2,1.0,Match
2378,2378,rec-1316-org,rec-1316-dup-3,1.0,Match
2379,2379,rec-1316-org,rec-1316-dup-4,1.0,Match
2380,2380,rec-1317-org,rec-1631-org,0.0,Non-Match
2381,2381,rec-1318-dup-1,rec-1318-dup-0,1.0,Match
2382,2382,rec-1318-dup-2,rec-1318-dup-0,1.0,Match
2383,2383,rec-1318-dup-2,rec-1318-dup-1,1.0,Match
2384,2384,rec-1318-dup-2,rec-1318-org,1.0,Match
2385,2385,rec-1318-dup-2,rec-82-org,0.0,Non-Match
2386,2386,rec-1318-org,rec-1318-dup-0,1.0,Match
2387,2387,rec-1318-org,rec-1318-dup-1,1.0,Match
2388,2388,rec-1318-org,rec-82-org,0.0,Non-Match
2389,2389,rec-1319-org,rec-1684-dup-0,0.0,Non-Match
2390,2390,rec-1319-org,rec-1684-dup-4,0.0,Non-Match
2391,2391,rec-132-org,rec-341-dup-0,0.0,Non-Match
2392,2392,rec-1320-dup-0,rec-1320-dup-1,1.0,Match
2393,2393,rec-1320-dup-0,rec-1320-dup-2,1.0,Match
2394,2394,rec-1320-dup-0,rec-1320-org,1.0,Match
2395,2395,rec-1320-dup-1,rec-1320-org,1.0,Match
2396,2396,rec-1320-dup-2,rec-1320-dup-1,1.0,Match
2397,2397,rec-1320-dup-2,rec-1320-org,1.0,Match
2398,2398,rec-1320-dup-3,rec-1320-dup-0,1.0,Match
2399,2399,rec-1320-dup-3,rec-1320-dup-1,1.0,Match
2400,2400,rec-1320-dup-3,rec-1320-dup-2,1.0,Match
2401,2401,rec-1320-dup-3,rec-1320-org,1.0,Match
2402,2402,rec-1320-dup-4,rec-1320-dup-0,1.0,Match
2403,2403,rec-1320-dup-4,rec-1320-dup-1,1.0,Match
2404,2404,rec-1320-dup-4,rec-1320-dup-2,1.0,Match
2405,2405,rec-1320-dup-4,rec-1320-dup-3,1.0,Match
2406,2406,rec-1320-dup-4,rec-1320-org,1.0,Match
2407,2407,rec-1321-dup-0,rec-423-org,0.0,Non-Match
2408,2408,rec-1321-org,rec-1321-dup-0,1.0,Match
2409,2409,rec-1321-org,rec-423-org,0.0,Non-Match
2410,2410,rec-1322-dup-2,rec-1322-org,1.0,Match
2411,2411,rec-1322-dup-3,rec-1322-dup-2,1.0,Match
2412,2412,rec-1322-dup-3,rec-1322-org,1.0,Match
2413,2413,rec-1322-dup-3,rec-1814-dup-1,0.0,Non-Match
2414,2414,rec-1322-dup-3,rec-1852-dup-0,0.0,Non-Match
2415,2415,rec-1322-dup-3,rec-1852-org,0.0,Non-Match
2416,2416,rec-1322-org,rec-1322-dup-1,1.0,Match
2417,2417,rec-1324-dup-0,rec-247-org,0.0,Non-Match
2418,2418,rec-1324-dup-1,rec-1324-dup-0,1.0,Match
2419,2419,rec-1324-dup-1,rec-1324-org,1.0,Match
2420,2420,rec-1324-dup-1,rec-1706-dup-0,0.0,Non-Match
2421,2421,rec-1324-dup-1,rec-247-org,0.0,Non-Match
2422,2422,rec-1324-org,rec-1324-dup-0,1.0,Match
2423,2423,rec-1324-org,rec-1706-dup-0,0.0,Non-Match
2424,2424,rec-1324-org,rec-247-org,0.0,Non-Match
2425,2425,rec-1326-org,rec-1222-dup-1,0.0,Non-Match
2426,2426,rec-1326-org,rec-1222-org,0.0,Non-Match
2427,2427,rec-1326-org,rec-1456-dup-0,0.0,Non-Match
2428,2428,rec-1326-org,rec-1456-org,0.0,Non-Match
2429,2429,rec-1326-org,rec-1616-dup-1,0.0,Non-Match
2430,2430,rec-1326-org,rec-1616-dup-2,0.0,Non-Match
2431,2431,rec-1326-org,rec-1616-org,0.0,Non-Match
2432,2432,rec-1326-org,rec-1763-org,0.0,Non-Match
2433,2433,rec-1326-org,rec-1799-dup-0,0.0,Non-Match
2434,2434,rec-1326-org,rec-1799-org,0.0,Non-Match
2435,2435,rec-1326-org,rec-1858-org,0.0,Non-Match
2436,2436,rec-1326-org,rec-199-dup-0,0.0,Non-Match
2437,2437,rec-1326-org,rec-199-org,0.0,Non-Match
2438,2438,rec-1326-org,rec-611-dup-0,0.0,Non-Match
2439,2439,rec-1326-org,rec-611-org,0.0,Non-Match
2440,2440,rec-1327-dup-0,rec-1327-org,1.0,Match
2441,2441,rec-1329-dup-1,rec-1329-dup-0,1.0,Match
2442,2442,rec-1329-dup-1,rec-1329-dup-2,1.0,Match
2443,2443,rec-1329-dup-1,rec-1329-dup-3,1.0,Match
2444,2444,rec-1329-dup-1,rec-1329-org,1.0,Match
2445,2445,rec-1329-dup-2,rec-1329-dup-0,1.0,Match
2446,2446,rec-1329-dup-3,rec-1329-dup-0,1.0,Match
2447,2447,rec-1329-dup-3,rec-1329-dup-2,1.0,Match
2448,2448,rec-1329-dup-4,rec-1329-dup-0,1.0,Match
2449,2449,rec-1329-dup-4,rec-1329-dup-1,1.0,Match
2450,2450,rec-1329-dup-4,rec-1329-dup-2,1.0,Match
2451,2451,rec-1329-dup-4,rec-1329-dup-3,1.0,Match
2452,2452,rec-1329-dup-4,rec-1329-org,1.0,Match
2453,2453,rec-1329-org,rec-1329-dup-0,1.0,Match
2454,2454,rec-1329-org,rec-1329-dup-2,1.0,Match
2455,2455,rec-1329-org,rec-1329-dup-3,1.0,Match
2456,2456,rec-133-dup-0,rec-133-dup-4,1.0,Match
2457,2457,rec-133-dup-0,rec-1641-org,0.0,Non-Match
2458,2458,rec-133-dup-1,rec-1248-dup-1,0.0,Non-Match
2459,2459,rec-133-dup-1,rec-1248-dup-2,0.0,Non-Match
2460,2460,rec-133-dup-1,rec-1248-org,0.0,Non-Match
2461,2461,rec-133-dup-1,rec-133-dup-0,1.0,Match
2462,2462,rec-133-dup-1,rec-133-dup-2,1.0,Match
2463,2463,rec-133-dup-1,rec-133-dup-3,1.0,Match
2464,2464,rec-133-dup-1,rec-133-dup-4,1.0,Match
2465,2465,rec-133-dup-1,rec-133-org,1.0,Match
2466,2466,rec-133-dup-1,rec-1641-org,0.0,Non-Match
2467,2467,rec-133-dup-1,rec-970-org,0.0,Non-Match
2468,2468,rec-133-dup-2,rec-133-dup-0,1.0,Match
2469,2469,rec-133-dup-2,rec-133-dup-4,1.0,Match
2470,2470,rec-133-dup-3,rec-133-dup-0,1.0,Match
2471,2471,rec-133-dup-3,rec-133-dup-2,1.0,Match
2472,2472,rec-133-dup-3,rec-133-dup-4,1.0,Match
2473,2473,rec-133-dup-3,rec-1641-org,0.0,Non-Match
2474,2474,rec-133-org,rec-133-dup-0,1.0,Match
2475,2475,rec-133-org,rec-133-dup-2,1.0,Match
2476,2476,rec-133-org,rec-133-dup-3,1.0,Match
2477,2477,rec-133-org,rec-133-dup-4,1.0,Match
2478,2478,rec-133-org,rec-1641-org,0.0,Non-Match
2479,2479,rec-1332-dup-0,rec-1332-dup-1,1.0,Match
2480,2480,rec-1332-dup-0,rec-1558-org,0.0,Non-Match
2481,2481,rec-1332-dup-0,rec-944-dup-1,0.0,Non-Match
2482,2482,rec-1332-dup-0,rec-944-dup-2,0.0,Non-Match
2483,2483,rec-1332-org,rec-1332-dup-0,1.0,Match
2484,2484,rec-1332-org,rec-1332-dup-1,1.0,Match
2485,2485,rec-1332-org,rec-1558-org,0.0,Non-Match
2486,2486,rec-1332-org,rec-1891-org,0.0,Non-Match
2487,2487,rec-1332-org,rec-944-dup-1,0.0,Non-Match
2488,2488,rec-1332-org,rec-944-dup-2,0.0,Non-Match
2489,2489,rec-1332-org,rec-944-org,0.0,Non-Match
2490,2490,rec-1333-org,rec-1560-dup-2,0.0,Non-Match
2491,2491,rec-1334-dup-0,rec-1334-org,1.0,Match
2492,2492,rec-1334-dup-1,rec-1334-dup-0,1.0,Match
2493,2493,rec-1334-dup-1,rec-1334-org,1.0,Match
2494,2494,rec-1334-dup-2,rec-1334-dup-0,1.0,Match
2495,2495,rec-1334-dup-2,rec-1334-dup-1,1.0,Match
2496,2496,rec-1334-dup-2,rec-1334-org,1.0,Match
2497,2497,rec-1334-dup-2,rec-338-org,0.0,Non-Match
2498,2498,rec-1335-dup-0,rec-1335-org,1.0,Match
2499,2499,rec-1335-dup-0,rec-1622-dup-0,0.0,Non-Match
2500,2500,rec-1335-dup-0,rec-1762-org,0.0,Non-Match
2501,2501,rec-1335-dup-1,rec-1335-dup-0,1.0,Match
2502,2502,rec-1335-dup-1,rec-1335-org,1.0,Match
2503,2503,rec-1335-dup-2,rec-1335-dup-0,1.0,Match
2504,2504,rec-1335-dup-2,rec-1335-dup-1,1.0,Match
2505,2505,rec-1335-dup-2,rec-1335-org,1.0,Match
2506,2506,rec-1335-dup-2,rec-1622-dup-0,0.0,Non-Match
2507,2507,rec-1335-dup-2,rec-1762-org,0.0,Non-Match
2508,2508,rec-1335-dup-3,rec-130-org,0.0,Non-Match
2509,2509,rec-1335-dup-3,rec-1335-dup-0,1.0,Match
2510,2510,rec-1335-dup-3,rec-1335-dup-1,1.0,Match
2511,2511,rec-1335-dup-3,rec-1335-dup-2,1.0,Match
2512,2512,rec-1335-dup-3,rec-1335-org,1.0,Match
2513,2513,rec-1335-dup-3,rec-1762-org,0.0,Non-Match
2514,2514,rec-1335-dup-3,rec-78-dup-0,0.0,Non-Match
2515,2515,rec-1335-dup-3,rec-78-org,0.0,Non-Match
2516,2516,rec-1335-dup-3,rec-793-dup-3,0.0,Non-Match
2517,2517,rec-1335-dup-3,rec-793-dup-4,0.0,Non-Match
2518,2518,rec-1335-dup-3,rec-793-org,0.0,Non-Match
2519,2519,rec-1335-dup-3,rec-837-org,0.0,Non-Match
2520,2520,rec-1335-org,rec-1762-org,0.0,Non-Match
2521,2521,rec-1337-dup-0,rec-1337-dup-1,1.0,Match
2522,2522,rec-1337-dup-0,rec-1337-dup-2,1.0,Match
2523,2523,rec-1337-dup-0,rec-1337-dup-3,1.0,Match
2524,2524,rec-1337-dup-0,rec-724-dup-0,0.0,Non-Match
2525,2525,rec-1337-dup-1,rec-1337-dup-2,1.0,Match
2526,2526,rec-1337-dup-1,rec-1337-dup-3,1.0,Match
2527,2527,rec-1337-dup-3,rec-1337-dup-2,1.0,Match
2528,2528,rec-1337-org,rec-1309-org,0.0,Non-Match
2529,2529,rec-1337-org,rec-1337-dup-0,1.0,Match
2530,2530,rec-1337-org,rec-1337-dup-1,1.0,Match
2531,2531,rec-1337-org,rec-1337-dup-2,1.0,Match
2532,2532,rec-1337-org,rec-1337-dup-3,1.0,Match
2533,2533,rec-1337-org,rec-1767-dup-0,0.0,Non-Match
2534,2534,rec-1337-org,rec-1767-org,0.0,Non-Match
2535,2535,rec-1338-dup-0,rec-1044-dup-0,0.0,Non-Match
2536,2536,rec-1338-dup-0,rec-1044-dup-2,0.0,Non-Match
2537,2537,rec-1338-dup-0,rec-1044-org,0.0,Non-Match
2538,2538,rec-1338-dup-0,rec-1338-org,1.0,Match
2539,2539,rec-1338-org,rec-1044-dup-2,0.0,Non-Match
2540,2540,rec-1339-org,rec-1520-org,0.0,Non-Match
2541,2541,rec-134-org,rec-1560-dup-4,0.0,Non-Match
2542,2542,rec-134-org,rec-52-org,0.0,Non-Match
2543,2543,rec-134-org,rec-779-dup-2,0.0,Non-Match
2544,2544,rec-134-org,rec-779-dup-3,0.0,Non-Match
2545,2545,rec-134-org,rec-779-org,0.0,Non-Match
2546,2546,rec-1340-dup-0,rec-1340-dup-1,1.0,Match
2547,2547,rec-1340-dup-0,rec-1340-org,1.0,Match
2548,2548,rec-1340-org,rec-1340-dup-1,1.0,Match
2549,2549,rec-1341-org,rec-1129-org,0.0,Non-Match
2550,2550,rec-1341-org,rec-1341-dup-0,1.0,Match
2551,2551,rec-1341-org,rec-1931-dup-0,0.0,Non-Match
2552,2552,rec-1342-dup-0,rec-1342-dup-1,1.0,Match
2553,2553,rec-1342-dup-0,rec-1342-org,1.0,Match
2554,2554,rec-1342-dup-1,rec-571-org,0.0,Non-Match
2555,2555,rec-1342-dup-2,rec-1342-dup-0,1.0,Match
2556,2556,rec-1342-dup-2,rec-1342-org,1.0,Match
2557,2557,rec-1342-org,rec-1342-dup-1,1.0,Match
2558,2558,rec-1342-org,rec-571-org,0.0,Non-Match
2559,2559,rec-1343-dup-0,rec-1343-dup-1,1.0,Match
2560,2560,rec-1343-dup-0,rec-1343-dup-2,1.0,Match
2561,2561,rec-1343-dup-0,rec-1343-org,1.0,Match
2562,2562,rec-1343-dup-2,rec-1243-dup-1,0.0,Non-Match
2563,2563,rec-1343-dup-2,rec-1243-dup-2,0.0,Non-Match
2564,2564,rec-1343-dup-2,rec-1343-dup-1,1.0,Match
2565,2565,rec-1343-dup-2,rec-1343-org,1.0,Match
2566,2566,rec-1343-dup-2,rec-1712-org,0.0,Non-Match
2567,2567,rec-1343-org,rec-1343-dup-1,1.0,Match
2568,2568,rec-1344-dup-0,rec-1746-dup-0,0.0,Non-Match
2569,2569,rec-1344-dup-1,rec-1344-dup-0,1.0,Match
2570,2570,rec-1344-dup-1,rec-1344-org,1.0,Match
2571,2571,rec-1344-dup-1,rec-1746-dup-0,0.0,Non-Match
2572,2572,rec-1344-dup-1,rec-1746-org,0.0,Non-Match
2573,2573,rec-1344-org,rec-1344-dup-0,1.0,Match
2574,2574,rec-1344-org,rec-1746-dup-0,0.0,Non-Match
2575,2575,rec-1345-org,rec-1345-dup-0,1.0,Match
2576,2576,rec-1345-org,rec-234-org,0.0,Non-Match
2577,2577,rec-1345-org,rec-741-org,0.002,Non-Match
2578,2578,rec-1348-dup-0,rec-1348-dup-1,1.0,Match
2579,2579,rec-1348-dup-0,rec-1348-org,1.0,Match
2580,2580,rec-1348-dup-0,rec-1711-dup-0,0.0,Non-Match
2581,2581,rec-1348-dup-0,rec-1711-org,0.0,Non-Match
2582,2582,rec-1348-dup-1,rec-1348-org,1.0,Match
2583,2583,rec-1348-dup-1,rec-1711-dup-0,0.0,Non-Match
2584,2584,rec-1348-dup-2,rec-1348-dup-0,1.0,Match
2585,2585,rec-1348-dup-2,rec-1348-dup-1,1.0,Match
2586,2586,rec-1348-dup-2,rec-1348-org,1.0,Match
2587,2587,rec-1348-dup-2,rec-1711-dup-0,0.0,Non-Match
2588,2588,rec-1348-dup-2,rec-1711-org,0.0,Non-Match
2589,2589,rec-1349-org,rec-1128-dup-2,0.0,Non-Match
2590,2590,rec-1349-org,rec-1128-dup-3,0.0,Non-Match
2591,2591,rec-1349-org,rec-1128-org,0.0,Non-Match
2592,2592,rec-1349-org,rec-128-dup-0,0.0,Non-Match
2593,2593,rec-1349-org,rec-128-org,0.0,Non-Match
2594,2594,rec-1349-org,rec-1589-dup-1,0.0,Non-Match
2595,2595,rec-1349-org,rec-1589-org,0.0,Non-Match
2596,2596,rec-1349-org,rec-326-org,0.0,Non-Match
2597,2597,rec-135-dup-0,rec-1057-dup-0,0.0,Non-Match
2598,2598,rec-135-dup-0,rec-1057-dup-1,0.0,Non-Match
2599,2599,rec-135-dup-0,rec-1057-dup-2,0.0,Non-Match
2600,2600,rec-135-dup-0,rec-1057-org,0.0,Non-Match
2601,2601,rec-135-dup-0,rec-135-dup-1,1.0,Match
2602,2602,rec-135-dup-1,rec-140-dup-0,0.0,Non-Match
2603,2603,rec-135-dup-1,rec-140-org,0.0,Non-Match
2604,2604,rec-135-dup-1,rec-1488-dup-0,0.0,Non-Match
2605,2605,rec-135-dup-1,rec-1488-org,0.0,Non-Match
2606,2606,rec-135-dup-1,rec-78-dup-0,0.0,Non-Match
2607,2607,rec-135-dup-1,rec-78-org,0.0,Non-Match
2608,2608,rec-135-org,rec-135-dup-0,1.0,Match
2609,2609,rec-135-org,rec-135-dup-1,1.0,Match
2610,2610,rec-135-org,rec-140-dup-0,0.0,Non-Match
2611,2611,rec-135-org,rec-140-org,0.0,Non-Match
2612,2612,rec-135-org,rec-1488-dup-0,0.0,Non-Match
2613,2613,rec-135-org,rec-1488-org,0.0,Non-Match
2614,2614,rec-135-org,rec-78-dup-0,0.0,Non-Match
2615,2615,rec-135-org,rec-78-org,0.0,Non-Match
2616,2616,rec-1351-org,rec-1555-dup-1,0.0,Non-Match
2617,2617,rec-1351-org,rec-1555-org,0.0,Non-Match
2618,2618,rec-1353-dup-1,rec-1353-org,1.0,Match
2619,2619,rec-1353-dup-1,rec-1887-org,0.0,Non-Match
2620,2620,rec-1357-dup-0,rec-1357-org,1.0,Match
2621,2621,rec-1358-org,rec-1236-dup-3,0.0,Non-Match
2622,2622,rec-1358-org,rec-1450-org,0.0,Non-Match
2623,2623,rec-1358-org,rec-1720-dup-1,0.0,Non-Match
2624,2624,rec-1361-dup-0,rec-1361-dup-1,1.0,Match
2625,2625,rec-1361-dup-0,rec-1361-dup-2,1.0,Match
2626,2626,rec-1361-dup-0,rec-1361-org,1.0,Match
2627,2627,rec-1361-dup-0,rec-1587-org,0.0,Non-Match
2628,2628,rec-1361-dup-0,rec-1796-org,0.0,Non-Match
2629,2629,rec-1361-dup-1,rec-1361-org,1.0,Match
2630,2630,rec-1361-dup-2,rec-1361-dup-1,1.0,Match
2631,2631,rec-1361-dup-2,rec-1361-org,1.0,Match
2632,2632,rec-1361-dup-2,rec-1796-org,0.0,Non-Match
2633,2633,rec-1362-dup-0,rec-1362-org,1.0,Match
2634,2634,rec-1362-dup-0,rec-329-dup-0,0.0,Non-Match
2635,2635,rec-1362-dup-0,rec-329-org,0.0,Non-Match
2636,2636,rec-1362-dup-0,rec-332-dup-0,0.0,Non-Match
2637,2637,rec-1362-dup-0,rec-332-dup-1,0.0,Non-Match
2638,2638,rec-1362-dup-0,rec-332-dup-2,0.0,Non-Match
2639,2639,rec-1362-dup-0,rec-332-dup-4,0.0,Non-Match
2640,2640,rec-1362-dup-0,rec-772-dup-0,0.0,Non-Match
2641,2641,rec-1362-dup-0,rec-772-dup-2,0.0,Non-Match
2642,2642,rec-1362-dup-0,rec-772-dup-3,0.0,Non-Match
2643,2643,rec-1362-dup-0,rec-772-org,0.0,Non-Match
2644,2644,rec-1362-dup-0,rec-817-dup-1,0.0,Non-Match
2645,2645,rec-1362-dup-0,rec-817-org,0.0,Non-Match
2646,2646,rec-1362-org,rec-329-org,0.0,Non-Match
2647,2647,rec-1362-org,rec-332-dup-0,0.0,Non-Match
2648,2648,rec-1362-org,rec-332-dup-1,0.0,Non-Match
2649,2649,rec-1362-org,rec-817-dup-1,0.0,Non-Match
2650,2650,rec-1363-dup-0,rec-1453-org,0.0,Non-Match
2651,2651,rec-1363-dup-0,rec-1665-dup-0,0.0,Non-Match
2652,2652,rec-1363-dup-0,rec-1665-dup-2,0.0,Non-Match
2653,2653,rec-1363-dup-0,rec-1665-dup-3,0.0,Non-Match
2654,2654,rec-1363-dup-0,rec-1665-dup-4,0.0,Non-Match
2655,2655,rec-1363-dup-1,rec-528-dup-2,0.0,Non-Match
2656,2656,rec-1363-dup-2,rec-1363-dup-1,1.0,Match
2657,2657,rec-1363-dup-2,rec-1363-org,1.0,Match
2658,2658,rec-1363-dup-2,rec-528-dup-2,0.0,Non-Match
2659,2659,rec-1363-dup-2,rec-528-dup-3,0.0,Non-Match
2660,2660,rec-1363-dup-2,rec-528-dup-4,0.0,Non-Match
2661,2661,rec-1363-org,rec-1363-dup-1,1.0,Match
2662,2662,rec-1363-org,rec-528-dup-2,0.0,Non-Match
2663,2663,rec-1363-org,rec-528-dup-4,0.0,Non-Match
2664,2664,rec-1364-dup-0,rec-1364-dup-2,1.0,Match
2665,2665,rec-1364-dup-0,rec-1364-dup-3,1.0,Match
2666,2666,rec-1364-dup-0,rec-1364-dup-4,1.0,Match
2667,2667,rec-1364-dup-0,rec-1364-org,1.0,Match
2668,2668,rec-1364-dup-1,rec-1364-dup-0,1.0,Match
2669,2669,rec-1364-dup-1,rec-1364-dup-2,1.0,Match
2670,2670,rec-1364-dup-1,rec-1364-dup-3,1.0,Match
2671,2671,rec-1364-dup-1,rec-1364-dup-4,1.0,Match
2672,2672,rec-1364-dup-1,rec-1364-org,1.0,Match
2673,2673,rec-1364-dup-1,rec-569-dup-1,0.0,Non-Match
2674,2674,rec-1364-dup-1,rec-569-dup-2,0.0,Non-Match
2675,2675,rec-1364-dup-2,rec-1364-dup-3,1.0,Match
2676,2676,rec-1364-dup-2,rec-1364-dup-4,1.0,Match
2677,2677,rec-1364-dup-2,rec-569-dup-2,0.0,Non-Match
2678,2678,rec-1364-dup-3,rec-1364-dup-4,1.0,Match
2679,2679,rec-1364-dup-3,rec-569-dup-2,0.0,Non-Match
2680,2680,rec-1364-dup-4,rec-569-dup-2,0.0,Non-Match
2681,2681,rec-1364-org,rec-1364-dup-2,1.0,Match
2682,2682,rec-1364-org,rec-1364-dup-3,1.0,Match
2683,2683,rec-1364-org,rec-1364-dup-4,1.0,Match
2684,2684,rec-1364-org,rec-569-dup-1,0.0,Non-Match
2685,2685,rec-1364-org,rec-569-dup-2,0.0,Non-Match
2686,2686,rec-1365-dup-0,rec-1365-org,1.0,Match
2687,2687,rec-1365-dup-1,rec-1365-dup-0,1.0,Match
2688,2688,rec-1365-dup-1,rec-1365-org,1.0,Match
2689,2689,rec-1365-dup-1,rec-1883-dup-2,0.0,Non-Match
