rec_id_1,rec_id_2,prob,Match
rec-1417-dup-1,rec-1417-dup-2,1.0,Match
rec-1417-dup-1,rec-1417-dup-3,1.0,Match
rec-1417-dup-1,rec-1417-dup-4,1.0,Match
rec-1417-dup-1,rec-1417-org,1.0,Match
rec-1417-dup-2,rec-1417-dup-3,1.0,Match
rec-1417-dup-2,rec-1417-org,1.0,Match
rec-1417-dup-3,rec-1417-org,1.0,Match
rec-1417-dup-4,rec-1417-dup-0,1.0,Match
rec-1417-dup-4,rec-1417-dup-2,1.0,Match
rec-1417-dup-4,rec-1417-dup-3,1.0,Match
rec-1417-dup-4,rec-1417-org,1.0,Match
rec-1418-dup-0,rec-1418-dup-2,1.0,Match
rec-1418-dup-0,rec-1418-dup-3,1.0,Match
rec-1418-dup-0,rec-1418-dup-4,1.0,Match
rec-1418-dup-1,rec-1418-dup-0,1.0,Match
rec-1418-dup-1,rec-1418-dup-2,1.0,Match
rec-1418-dup-1,rec-1418-dup-3,1.0,Match
rec-1418-dup-1,rec-1418-dup-4,1.0,Match
rec-1418-dup-2,rec-1418-dup-3,1.0,Match
rec-1418-dup-2,rec-1418-dup-4,1.0,Match
rec-1418-dup-4,rec-1418-dup-3,1.0,Match
rec-1418-org,rec-1418-dup-0,1.0,Match
rec-1418-org,rec-1418-dup-1,1.0,Match
rec-1418-org,rec-1418-dup-2,1.0,Match
rec-1418-org,rec-1418-dup-3,1.0,Match
rec-1418-org,rec-1418-dup-4,1.0,Match
rec-1419-dup-1,rec-1419-dup-0,1.0,Match
rec-1419-dup-1,rec-1419-dup-2,1.0,Match
rec-1419-dup-1,rec-1419-org,1.0,Match
rec-1419-dup-2,rec-1419-dup-0,1.0,Match
rec-1419-org,rec-1419-dup-0,1.0,Match
rec-1419-org,rec-1419-dup-2,1.0,Match
rec-1420-dup-0,rec-1420-dup-2,1.0,Match
rec-1420-dup-0,rec-1420-dup-3,1.0,Match
rec-1420-dup-1,rec-1420-dup-0,1.0,Match
rec-1420-dup-1,rec-1420-dup-2,1.0,Match
rec-1420-dup-1,rec-1420-dup-3,1.0,Match
rec-1420-dup-1,rec-1420-org,1.0,Match
rec-1420-dup-2,rec-1420-dup-3,1.0,Match
rec-1420-dup-4,rec-1420-dup-0,1.0,Match
rec-1420-dup-4,rec-1420-dup-1,1.0,Match
rec-1420-dup-4,rec-1420-dup-2,1.0,Match
rec-1420-dup-4,rec-1420-dup-3,1.0,Match
rec-1420-dup-4,rec-1420-org,1.0,Match
rec-1420-org,rec-1420-dup-0,1.0,Match
rec-1420-org,rec-1420-dup-2,1.0,Match
rec-1420-org,rec-1420-dup-3,1.0,Match
rec-1421-dup-0,rec-1421-org,1.0,Match
rec-1422-dup-0,rec-1422-org,1.0,Match
rec-1424-dup-0,rec-1424-org,1.0,Match
rec-1425-dup-0,rec-1425-org,1.0,Match
rec-1426-dup-0,rec-1426-dup-1,1.0,Match
rec-1426-dup-0,rec-1426-org,1.0,Match
rec-1426-dup-1,rec-1426-org,1.0,Match
rec-1427-dup-0,rec-1427-dup-1,1.0,Match
rec-1427-org,rec-1427-dup-0,1.0,Match
rec-1427-org,rec-1427-dup-1,1.0,Match
rec-143-dup-0,rec-143-dup-1,1.0,Match
rec-143-dup-0,rec-143-dup-3,1.0,Match
rec-143-dup-1,rec-143-dup-3,1.0,Match
rec-143-dup-2,rec-143-dup-0,1.0,Match
rec-143-dup-2,rec-143-dup-1,1.0,Match
rec-143-dup-2,rec-143-dup-3,1.0,Match
rec-143-org,rec-143-dup-0,1.0,Match
rec-143-org,rec-143-dup-1,1.0,Match
rec-143-org,rec-143-dup-2,1.0,Match
rec-143-org,rec-143-dup-3,1.0,Match
rec-1430-dup-0,rec-1430-org,1.0,Match
rec-1433-dup-0,rec-1433-org,1.0,Match
rec-1435-dup-0,rec-1435-org,1.0,Match
rec-1437-dup-0,rec-1437-org,1.0,Match
rec-1437-dup-1,rec-1437-dup-0,1.0,Match
rec-1437-dup-1,rec-1437-org,1.0,Match
rec-1438-dup-1,rec-1438-dup-0,1.0,Match
rec-1438-dup-1,rec-1438-dup-3,1.0,Match
rec-1438-dup-1,rec-1438-org,1.0,Match
rec-1438-dup-2,rec-1438-dup-0,1.0,Match
rec-1438-dup-2,rec-1438-dup-1,1.0,Match
rec-1438-dup-2,rec-1438-dup-3,1.0,Match
rec-1438-dup-2,rec-1438-org,1.0,Match
rec-1438-dup-3,rec-1438-dup-0,1.0,Match
rec-1438-org,rec-1438-dup-0,1.0,Match
rec-1438-org,rec-1438-dup-3,1.0,Match
rec-1442-dup-0,rec-1442-dup-1,1.0,Match
rec-1442-dup-0,rec-1442-org,1.0,Match
rec-1442-dup-1,rec-1442-org,1.0,Match
rec-1444-dup-0,rec-1444-dup-1,1.0,Match
rec-1444-dup-2,rec-1444-dup-0,1.0,Match
rec-1444-dup-2,rec-1444-dup-1,1.0,Match
rec-1444-dup-2,rec-1444-dup-3,1.0,Match
rec-1444-dup-3,rec-1444-dup-0,1.0,Match
rec-1444-dup-3,rec-1444-dup-1,1.0,Match
rec-1444-org,rec-1444-dup-0,1.0,Match
rec-1444-org,rec-1444-dup-1,1.0,Match
rec-1444-org,rec-1444-dup-2,1.0,Match
rec-1444-org,rec-1444-dup-3,1.0,Match
rec-1445-dup-0,rec-1445-org,1.0,Match
rec-1445-dup-1,rec-1445-dup-0,1.0,Match
rec-1445-dup-1,rec-1445-org,1.0,Match
rec-1445-dup-2,rec-1445-dup-0,1.0,Match
rec-1445-dup-2,rec-1445-dup-1,1.0,Match
rec-1445-dup-2,rec-1445-dup-3,1.0,Match
rec-1445-dup-2,rec-1445-org,1.0,Match
rec-1445-dup-3,rec-1445-dup-0,1.0,Match
rec-1445-dup-3,rec-1445-dup-1,1.0,Match
rec-1445-dup-3,rec-1445-org,1.0,Match
rec-1446-dup-0,rec-1446-org,1.0,Match
rec-1448-dup-0,rec-1448-dup-2,1.0,Match
rec-1448-dup-1,rec-1448-dup-0,1.0,Match
rec-1448-dup-1,rec-1448-dup-2,1.0,Match
rec-1448-dup-1,rec-1448-org,1.0,Match
rec-1448-org,rec-1448-dup-0,1.0,Match
rec-1448-org,rec-1448-dup-2,1.0,Match
rec-145-org,rec-145-dup-0,1.0,Match
rec-1451-dup-0,rec-1451-dup-1,1.0,Match
rec-1451-dup-0,rec-1451-dup-2,1.0,Match
rec-1451-dup-0,rec-1451-org,1.0,Match
rec-1451-dup-1,rec-1451-dup-2,1.0,Match
rec-1451-org,rec-1451-dup-1,1.0,Match
rec-1451-org,rec-1451-dup-2,1.0,Match
rec-1454-org,rec-1454-dup-0,1.0,Match
rec-1456-org,rec-1456-dup-0,1.0,Match
rec-1457-dup-0,rec-1457-dup-1,1.0,Match
rec-1457-dup-0,rec-1457-org,1.0,Match
rec-1457-dup-1,rec-1457-org,1.0,Match
rec-1460-dup-0,rec-1460-dup-1,1.0,Match
rec-1460-dup-2,rec-1460-dup-0,1.0,Match
rec-1460-dup-2,rec-1460-dup-1,1.0,Match
rec-1460-org,rec-1460-dup-0,1.0,Match
rec-1460-org,rec-1460-dup-1,1.0,Match
rec-1460-org,rec-1460-dup-2,1.0,Match
rec-1462-org,rec-1462-dup-0,1.0,Match
rec-1464-dup-0,rec-1464-dup-1,1.0,Match
rec-1464-dup-0,rec-1464-org,1.0,Match
rec-1464-org,rec-1464-dup-1,1.0,Match
rec-1467-dup-0,rec-1467-dup-1,1.0,Match
rec-1467-dup-0,rec-1467-dup-3,1.0,Match
rec-1467-dup-2,rec-1467-dup-0,1.0,Match
rec-1467-dup-2,rec-1467-dup-1,1.0,Match
rec-1467-dup-2,rec-1467-dup-3,1.0,Match
rec-1467-dup-2,rec-1467-org,1.0,Match
rec-1467-dup-3,rec-1467-dup-1,1.0,Match
rec-1467-org,rec-1467-dup-0,1.0,Match
rec-1467-org,rec-1467-dup-1,1.0,Match
rec-1467-org,rec-1467-dup-3,1.0,Match
rec-1469-dup-0,rec-1469-dup-3,1.0,Match
rec-1469-dup-0,rec-1469-org,1.0,Match
rec-1469-dup-2,rec-1469-dup-0,1.0,Match
rec-1469-dup-2,rec-1469-dup-3,1.0,Match
rec-1469-dup-2,rec-1469-org,1.0,Match
rec-1469-org,rec-1469-dup-3,1.0,Match
rec-147-dup-1,rec-147-dup-0,1.0,Match
rec-147-dup-1,rec-147-dup-2,1.0,Match
rec-147-dup-1,rec-147-dup-3,1.0,Match
rec-147-dup-1,rec-147-dup-4,1.0,Match
rec-147-dup-1,rec-147-org,1.0,Match
rec-147-dup-2,rec-147-dup-0,1.0,Match
rec-147-dup-2,rec-147-dup-3,1.0,Match
rec-147-dup-2,rec-147-org,1.0,Match
rec-147-dup-3,rec-147-dup-0,1.0,Match
rec-147-dup-4,rec-147-dup-0,1.0,Match
rec-147-dup-4,rec-147-dup-2,1.0,Match
rec-147-dup-4,rec-147-dup-3,1.0,Match
rec-147-dup-4,rec-147-org,1.0,Match
rec-147-org,rec-147-dup-0,1.0,Match
rec-147-org,rec-147-dup-3,1.0,Match
rec-1472-dup-0,rec-1472-org,1.0,Match
rec-1473-dup-0,rec-1473-dup-1,1.0,Match
rec-1473-dup-0,rec-1473-dup-2,1.0,Match
rec-1473-dup-0,rec-1473-dup-3,1.0,Match
rec-1473-dup-0,rec-1473-org,1.0,Match
rec-1473-dup-2,rec-1473-dup-1,1.0,Match
rec-1473-dup-2,rec-1473-dup-3,1.0,Match
rec-1473-dup-2,rec-1473-org,1.0,Match
rec-1473-dup-3,rec-1473-dup-1,1.0,Match
rec-1473-dup-3,rec-1473-org,1.0,Match
rec-1473-org,rec-1473-dup-1,1.0,Match
rec-1475-dup-1,rec-1475-dup-0,1.0,Match
rec-1475-org,rec-1475-dup-0,1.0,Match
rec-1475-org,rec-1475-dup-1,1.0,Match
rec-1478-dup-0,rec-1478-dup-1,1.0,Match
rec-1478-dup-0,rec-1478-dup-2,1.0,Match
rec-1478-dup-2,rec-1478-dup-1,1.0,Match
rec-1478-org,rec-1478-dup-0,1.0,Match
rec-1478-org,rec-1478-dup-1,1.0,Match
rec-1478-org,rec-1478-dup-2,1.0,Match
rec-1479-dup-1,rec-1479-dup-0,1.0,Match
rec-1479-org,rec-1479-dup-0,1.0,Match
rec-1479-org,rec-1479-dup-1,1.0,Match
rec-148-dup-0,rec-148-org,1.0,Match
rec-148-dup-1,rec-148-dup-0,1.0,Match
rec-148-dup-1,rec-148-org,1.0,Match
rec-1481-dup-0,rec-1481-org,1.0,Match
rec-1484-dup-0,rec-1484-dup-3,1.0,Match
rec-1484-dup-0,rec-1484-org,1.0,Match
rec-1484-dup-1,rec-1484-dup-0,1.0,Match
rec-1484-dup-1,rec-1484-dup-2,1.0,Match
rec-1484-dup-1,rec-1484-dup-3,1.0,Match
rec-1484-dup-1,rec-1484-org,1.0,Match
rec-1484-dup-2,rec-1484-dup-0,1.0,Match
rec-1484-dup-2,rec-1484-dup-3,1.0,Match
rec-1484-dup-2,rec-1484-org,1.0,Match
rec-1484-org,rec-1484-dup-3,1.0,Match
rec-1488-dup-1,rec-1488-dup-0,1.0,Match
rec-1488-dup-1,rec-1488-org,1.0,Match
rec-1488-org,rec-1488-dup-0,1.0,Match
rec-1489-dup-0,rec-1489-dup-1,1.0,Match
rec-1489-dup-0,rec-1489-dup-2,1.0,Match
rec-1489-dup-0,rec-1489-org,1.0,Match
rec-1489-dup-1,rec-1489-org,1.0,Match
rec-1489-dup-2,rec-1489-dup-1,1.0,Match
rec-1489-dup-2,rec-1489-org,1.0,Match
rec-1490-dup-0,rec-1490-org,1.0,Match
rec-1490-dup-1,rec-1490-dup-0,1.0,Match
rec-1490-dup-1,rec-1490-org,1.0,Match
rec-1491-dup-0,rec-1491-dup-1,1.0,Match
rec-1491-dup-2,rec-1491-dup-0,1.0,Match
rec-1491-dup-2,rec-1491-dup-1,1.0,Match
rec-1491-org,rec-1491-dup-0,1.0,Match
rec-1491-org,rec-1491-dup-1,1.0,Match
rec-1491-org,rec-1491-dup-2,1.0,Match
rec-1492-dup-0,rec-1492-dup-2,1.0,Match
rec-1492-dup-0,rec-1492-org,1.0,Match
rec-1492-dup-1,rec-1492-dup-0,1.0,Match
rec-1492-dup-1,rec-1492-dup-2,1.0,Match
rec-1492-dup-1,rec-1492-org,1.0,Match
rec-1492-dup-2,rec-1492-org,1.0,Match
rec-1493-dup-0,rec-1493-dup-3,1.0,Match
rec-1493-dup-0,rec-1493-org,1.0,Match
rec-1493-dup-2,rec-1493-dup-0,1.0,Match
rec-1493-dup-2,rec-1493-dup-3,1.0,Match
rec-1493-dup-2,rec-1493-org,1.0,Match
rec-1493-dup-3,rec-1493-org,1.0,Match
rec-1493-org,rec-1493-dup-1,1.0,Match
rec-1494-org,rec-1494-dup-0,1.0,Match
rec-1497-dup-0,rec-1497-org,1.0,Match
rec-1498-dup-1,rec-1498-dup-0,1.0,Match
rec-1498-dup-1,rec-1498-dup-3,1.0,Match
rec-1498-dup-1,rec-1498-org,1.0,Match
rec-1498-dup-2,rec-1498-dup-0,1.0,Match
rec-1498-dup-2,rec-1498-dup-3,1.0,Match
rec-1498-dup-2,rec-1498-dup-4,1.0,Match
rec-1498-dup-2,rec-1498-org,1.0,Match
rec-1498-dup-3,rec-1498-dup-0,1.0,Match
rec-1498-org,rec-1498-dup-0,1.0,Match
rec-1498-org,rec-1498-dup-3,1.0,Match
rec-1499-dup-1,rec-1499-dup-0,1.0,Match
rec-1499-dup-1,rec-1499-dup-4,1.0,Match
rec-1499-dup-1,rec-1499-org,1.0,Match
rec-1499-dup-2,rec-1499-dup-0,1.0,Match
rec-1499-dup-2,rec-1499-dup-4,1.0,Match
rec-1499-dup-2,rec-1499-org,1.0,Match
rec-1499-dup-3,rec-1499-dup-0,1.0,Match
rec-1499-dup-3,rec-1499-dup-1,1.0,Match
rec-1499-dup-3,rec-1499-dup-2,1.0,Match
rec-1499-dup-3,rec-1499-dup-4,1.0,Match
rec-1499-dup-3,rec-1499-org,1.0,Match
rec-1499-dup-4,rec-1499-dup-0,1.0,Match
rec-1499-dup-4,rec-1499-org,1.0,Match
rec-1499-org,rec-1499-dup-0,1.0,Match
rec-150-org,rec-150-dup-0,1.0,Match
rec-1500-dup-0,rec-1500-org,1.0,Match
rec-1502-dup-0,rec-1502-dup-1,1.0,Match
rec-1502-dup-0,rec-1502-dup-2,1.0,Match
rec-1502-dup-1,rec-1502-dup-2,1.0,Match
rec-1502-org,rec-1502-dup-0,1.0,Match
rec-1502-org,rec-1502-dup-1,1.0,Match
rec-1502-org,rec-1502-dup-2,1.0,Match
rec-1503-dup-0,rec-1503-dup-1,1.0,Match
rec-1503-dup-0,rec-1503-dup-2,1.0,Match
rec-1503-dup-0,rec-1503-org,1.0,Match
rec-1503-dup-1,rec-1503-dup-2,1.0,Match
rec-1503-dup-1,rec-1503-org,1.0,Match
rec-1503-dup-2,rec-1503-org,1.0,Match
rec-1504-org,rec-1504-dup-0,1.0,Match
rec-1505-dup-1,rec-1505-dup-0,1.0,Match
rec-1505-dup-1,rec-1505-org,1.0,Match
rec-1505-org,rec-1505-dup-0,1.0,Match
rec-1506-dup-1,rec-1506-dup-0,1.0,Match
rec-1506-org,rec-1506-dup-0,1.0,Match
rec-1506-org,rec-1506-dup-1,1.0,Match
rec-1509-dup-0,rec-1509-org,1.0,Match
rec-151-dup-0,rec-151-org,1.0,Match
rec-1510-dup-0,rec-1510-org,1.0,Match
rec-1511-dup-0,rec-1511-org,1.0,Match
rec-1511-dup-1,rec-1511-dup-0,1.0,Match
rec-1511-dup-1,rec-1511-org,1.0,Match
rec-1512-dup-0,rec-1512-dup-2,1.0,Match
rec-1512-dup-1,rec-1512-dup-0,1.0,Match
rec-1512-dup-1,rec-1512-dup-2,1.0,Match
rec-1512-dup-1,rec-1512-org,1.0,Match
rec-1512-org,rec-1512-dup-0,1.0,Match
rec-1512-org,rec-1512-dup-2,1.0,Match
rec-1513-dup-0,rec-1513-dup-1,1.0,Match
rec-1513-dup-0,rec-1513-org,1.0,Match
rec-1513-dup-1,rec-1513-org,1.0,Match
rec-1515-dup-0,rec-1515-org,1.0,Match
rec-1515-dup-1,rec-1515-dup-0,1.0,Match
rec-1515-dup-1,rec-1515-org,1.0,Match
rec-1517-dup-0,rec-1517-dup-4,1.0,Match
rec-1517-dup-1,rec-1517-dup-0,1.0,Match
rec-1517-dup-1,rec-1517-dup-3,1.0,Match
rec-1517-dup-1,rec-1517-dup-4,1.0,Match
rec-1517-dup-2,rec-1517-dup-0,1.0,Match
rec-1517-dup-2,rec-1517-dup-1,1.0,Match
rec-1517-dup-2,rec-1517-dup-3,1.0,Match
rec-1517-dup-2,rec-1517-dup-4,1.0,Match
rec-1517-dup-3,rec-1517-dup-0,1.0,Match
rec-1517-dup-3,rec-1517-dup-4,1.0,Match
rec-1517-org,rec-1517-dup-0,1.0,Match
rec-1517-org,rec-1517-dup-1,1.0,Match
rec-1517-org,rec-1517-dup-2,1.0,Match
rec-1517-org,rec-1517-dup-3,1.0,Match
rec-1517-org,rec-1517-dup-4,1.0,Match
rec-152-dup-0,rec-152-org,1.0,Match
rec-152-dup-1,rec-152-dup-0,1.0,Match
rec-152-dup-1,rec-152-org,1.0,Match
rec-152-dup-2,rec-152-org,1.0,Match
rec-1521-dup-0,rec-1521-org,1.0,Match
rec-1523-dup-1,rec-1523-dup-0,1.0,Match
rec-1523-dup-1,rec-1523-dup-2,1.0,Match
rec-1523-dup-1,rec-1523-org,1.0,Match
rec-1523-dup-2,rec-1523-dup-0,1.0,Match
rec-1523-dup-2,rec-1523-org,1.0,Match
rec-1523-org,rec-1523-dup-0,1.0,Match
rec-1525-dup-0,rec-1525-org,1.0,Match
rec-1527-dup-0,rec-1527-dup-1,1.0,Match
rec-1527-dup-0,rec-1527-dup-2,1.0,Match
rec-1527-dup-0,rec-1527-org,1.0,Match
rec-1527-dup-1,rec-1527-dup-2,1.0,Match
rec-1527-dup-1,rec-1527-org,1.0,Match
rec-1527-org,rec-1527-dup-2,1.0,Match
rec-1528-org,rec-1528-dup-0,1.0,Match
rec-1529-dup-0,rec-1529-org,1.0,Match
rec-153-dup-1,rec-153-dup-0,1.0,Match
rec-153-dup-1,rec-153-dup-3,1.0,Match
rec-153-dup-2,rec-153-dup-0,1.0,Match
rec-153-dup-2,rec-153-dup-1,1.0,Match
rec-153-dup-2,rec-153-dup-3,1.0,Match
rec-153-dup-2,rec-153-org,1.0,Match
rec-153-dup-3,rec-153-dup-0,1.0,Match
rec-153-org,rec-153-dup-0,1.0,Match
rec-153-org,rec-153-dup-1,1.0,Match
rec-153-org,rec-153-dup-3,1.0,Match
rec-1531-org,rec-1531-dup-0,1.0,Match
rec-1532-org,rec-1532-dup-0,1.0,Match
rec-1534-dup-0,rec-1534-dup-1,1.0,Match
rec-1534-dup-0,rec-1534-dup-3,1.0,Match
rec-1534-dup-0,rec-1534-dup-4,1.0,Match
rec-1534-dup-0,rec-1534-org,1.0,Match
rec-1534-dup-1,rec-1534-dup-3,1.0,Match
rec-1534-dup-1,rec-1534-dup-4,1.0,Match
rec-1534-dup-1,rec-1534-org,1.0,Match
rec-1534-dup-2,rec-1534-dup-0,1.0,Match
rec-1534-dup-2,rec-1534-dup-1,1.0,Match
rec-1534-dup-2,rec-1534-dup-3,1.0,Match
rec-1534-dup-2,rec-1534-dup-4,1.0,Match
rec-1534-dup-2,rec-1534-org,1.0,Match
rec-1534-dup-3,rec-1534-dup-4,1.0,Match
rec-1534-dup-3,rec-1534-org,1.0,Match
rec-1534-org,rec-1534-dup-4,1.0,Match
rec-1536-org,rec-1536-dup-0,1.0,Match
rec-1539-dup-1,rec-1539-dup-0,1.0,Match
rec-1539-dup-1,rec-1539-org,1.0,Match
rec-1539-org,rec-1539-dup-0,1.0,Match
rec-1540-dup-0,rec-1540-dup-1,1.0,Match
rec-1540-dup-0,rec-1540-dup-2,1.0,Match
rec-1540-dup-0,rec-1540-dup-3,1.0,Match
rec-1540-dup-0,rec-1540-org,1.0,Match
rec-1540-dup-1,rec-1540-dup-2,1.0,Match
rec-1540-dup-1,rec-1540-dup-3,1.0,Match
rec-1540-dup-1,rec-1540-org,1.0,Match
rec-1540-dup-3,rec-1540-dup-2,1.0,Match
rec-1540-org,rec-1540-dup-2,1.0,Match
rec-1540-org,rec-1540-dup-3,1.0,Match
rec-1541-dup-0,rec-1541-org,1.0,Match
rec-1543-dup-0,rec-1543-dup-2,1.0,Match
rec-1543-dup-0,rec-1543-dup-3,1.0,Match
rec-1543-dup-0,rec-1543-dup-4,1.0,Match
rec-1543-dup-1,rec-1543-dup-0,1.0,Match
rec-1543-dup-1,rec-1543-dup-2,1.0,Match
rec-1543-dup-1,rec-1543-dup-3,1.0,Match
rec-1543-dup-1,rec-1543-dup-4,1.0,Match
rec-1543-dup-2,rec-1543-dup-4,1.0,Match
rec-1543-dup-3,rec-1543-dup-2,1.0,Match
rec-1543-dup-3,rec-1543-dup-4,1.0,Match
rec-1543-org,rec-1543-dup-0,1.0,Match
rec-1543-org,rec-1543-dup-1,1.0,Match
rec-1543-org,rec-1543-dup-2,1.0,Match
rec-1543-org,rec-1543-dup-3,1.0,Match
rec-1543-org,rec-1543-dup-4,1.0,Match
rec-1546-org,rec-1546-dup-0,1.0,Match
rec-1548-dup-0,rec-1548-dup-1,1.0,Match
rec-1548-dup-0,rec-1548-org,1.0,Match
rec-1548-dup-1,rec-1548-org,1.0,Match
rec-1548-dup-2,rec-1548-dup-0,1.0,Match
rec-1548-dup-2,rec-1548-dup-1,1.0,Match
rec-1548-dup-2,rec-1548-org,1.0,Match
rec-155-dup-0,rec-155-dup-1,1.0,Match
rec-155-org,rec-155-dup-0,1.0,Match
rec-155-org,rec-155-dup-1,1.0,Match
rec-1550-org,rec-1550-dup-0,1.0,Match
rec-1554-org,rec-1554-dup-0,1.0,Match
rec-1555-dup-0,rec-1555-dup-1,1.0,Match
rec-1555-dup-0,rec-1555-org,1.0,Match
rec-1555-org,rec-1555-dup-1,1.0,Match
rec-1559-dup-0,rec-1559-dup-1,1.0,Match
rec-1559-dup-0,rec-1559-dup-2,1.0,Match
rec-1559-dup-0,rec-1559-org,1.0,Match
rec-1559-dup-1,rec-1559-dup-2,1.0,Match
rec-1559-dup-1,rec-1559-org,1.0,Match
rec-1559-org,rec-1559-dup-2,1.0,Match
rec-1560-dup-0,rec-1560-dup-1,1.0,Match
rec-1560-dup-0,rec-1560-dup-2,1.0,Match
rec-1560-dup-0,rec-1560-dup-3,1.0,Match
rec-1560-dup-0,rec-1560-dup-4,1.0,Match
rec-1560-dup-0,rec-1560-org,1.0,Match
rec-1560-dup-1,rec-1560-dup-2,1.0,Match
rec-1560-dup-3,rec-1560-dup-1,1.0,Match
rec-1560-dup-3,rec-1560-dup-2,1.0,Match
rec-1560-dup-4,rec-1560-dup-1,1.0,Match
rec-1560-dup-4,rec-1560-dup-2,1.0,Match
rec-1560-dup-4,rec-1560-dup-3,1.0,Match
rec-1560-org,rec-1560-dup-1,1.0,Match
rec-1560-org,rec-1560-dup-2,1.0,Match
rec-1560-org,rec-1560-dup-3,1.0,Match
rec-1560-org,rec-1560-dup-4,1.0,Match
rec-1561-dup-0,rec-1561-dup-1,1.0,Match
rec-1561-dup-0,rec-1561-dup-2,1.0,Match
rec-1561-dup-1,rec-1561-dup-2,1.0,Match
rec-1561-dup-3,rec-1561-dup-0,1.0,Match
rec-1561-dup-3,rec-1561-dup-1,1.0,Match
rec-1561-dup-3,rec-1561-dup-2,1.0,Match
rec-1561-dup-3,rec-1561-dup-4,1.0,Match
rec-1561-dup-4,rec-1561-dup-0,1.0,Match
rec-1561-dup-4,rec-1561-dup-1,1.0,Match
rec-1561-dup-4,rec-1561-dup-2,1.0,Match
rec-1561-org,rec-1561-dup-0,1.0,Match
rec-1561-org,rec-1561-dup-1,1.0,Match
rec-1561-org,rec-1561-dup-2,1.0,Match
rec-1561-org,rec-1561-dup-3,1.0,Match
rec-1561-org,rec-1561-dup-4,1.0,Match
rec-1562-dup-0,rec-1562-org,1.0,Match
rec-1564-dup-0,rec-1564-dup-2,1.0,Match
rec-1564-dup-1,rec-1564-dup-2,1.0,Match
rec-1564-dup-1,rec-1564-org,1.0,Match
rec-1564-org,rec-1564-dup-0,1.0,Match
rec-1564-org,rec-1564-dup-2,1.0,Match
rec-1565-dup-0,rec-1565-org,1.0,Match
rec-1566-dup-0,rec-1566-dup-2,1.0,Match
rec-1566-dup-0,rec-1566-dup-3,1.0,Match
rec-1566-dup-0,rec-1566-org,1.0,Match
rec-1566-dup-1,rec-1566-dup-0,1.0,Match
rec-1566-dup-1,rec-1566-dup-2,1.0,Match
rec-1566-dup-1,rec-1566-dup-3,1.0,Match
rec-1566-dup-1,rec-1566-org,1.0,Match
rec-1566-dup-2,rec-1566-dup-3,1.0,Match
rec-1566-org,rec-1566-dup-2,1.0,Match
rec-1566-org,rec-1566-dup-3,1.0,Match
rec-1568-org,rec-1568-dup-0,1.0,Match
rec-1569-dup-0,rec-1569-org,1.0,Match
rec-1571-dup-0,rec-1571-org,1.0,Match
rec-1571-dup-1,rec-1571-dup-0,1.0,Match
rec-1571-dup-1,rec-1571-org,1.0,Match
rec-1573-org,rec-1573-dup-0,1.0,Match
rec-1574-dup-1,rec-1574-dup-0,1.0,Match
rec-1574-dup-1,rec-1574-org,1.0,Match
rec-1574-org,rec-1574-dup-0,1.0,Match
rec-1575-org,rec-1575-dup-0,1.0,Match
rec-1576-dup-0,rec-1576-dup-1,1.0,Match
rec-1576-dup-0,rec-1576-org,1.0,Match
rec-1576-dup-1,rec-1576-org,1.0,Match
rec-1579-dup-0,rec-1579-dup-3,1.0,Match
rec-1579-dup-1,rec-1579-dup-0,1.0,Match
rec-1579-dup-1,rec-1579-dup-2,1.0,Match
rec-1579-dup-1,rec-1579-dup-3,1.0,Match
rec-1579-dup-1,rec-1579-org,1.0,Match
rec-1579-dup-2,rec-1579-dup-0,1.0,Match
rec-1579-dup-2,rec-1579-dup-3,1.0,Match
rec-1579-org,rec-1579-dup-0,1.0,Match
rec-1579-org,rec-1579-dup-2,1.0,Match
rec-1579-org,rec-1579-dup-3,1.0,Match
rec-1581-dup-0,rec-1581-dup-1,1.0,Match
rec-1581-org,rec-1581-dup-0,1.0,Match
rec-1581-org,rec-1581-dup-1,1.0,Match
rec-1584-dup-0,rec-1584-dup-1,1.0,Match
rec-1584-dup-2,rec-1584-dup-0,1.0,Match
rec-1584-dup-2,rec-1584-dup-1,1.0,Match
rec-1584-dup-2,rec-1584-dup-3,1.0,Match
rec-1584-dup-2,rec-1584-org,1.0,Match
rec-1584-dup-3,rec-1584-dup-0,1.0,Match
rec-1584-dup-3,rec-1584-dup-1,1.0,Match
rec-1584-org,rec-1584-dup-0,1.0,Match
rec-1584-org,rec-1584-dup-1,1.0,Match
rec-1584-org,rec-1584-dup-3,1.0,Match
rec-1585-dup-0,rec-1585-org,1.0,Match
rec-1588-dup-0,rec-1588-org,1.0,Match
rec-1589-dup-0,rec-1589-dup-1,1.0,Match
rec-1589-dup-0,rec-1589-dup-2,1.0,Match
rec-1589-dup-0,rec-1589-org,1.0,Match
rec-1589-dup-1,rec-1589-org,1.0,Match
rec-1589-dup-2,rec-1589-dup-1,1.0,Match
rec-1589-dup-2,rec-1589-org,1.0,Match
rec-159-dup-1,rec-159-dup-0,1.0,Match
rec-159-dup-1,rec-159-dup-2,1.0,Match
rec-159-dup-1,rec-159-org,1.0,Match
rec-159-dup-2,rec-159-dup-0,1.0,Match
rec-159-org,rec-159-dup-0,1.0,Match
rec-159-org,rec-159-dup-2,1.0,Match
rec-1590-dup-0,rec-1590-org,1.0,Match
rec-1594-dup-0,rec-1594-org,1.0,Match
rec-1596-dup-1,rec-1596-dup-0,1.0,Match
