rec_id_1,rec_id_2,prob
rec-1242-dup-2,rec-1720-dup-1,0.0
rec-1242-dup-2,rec-615-dup-0,0.0
rec-1242-dup-3,rec-102-dup-1,0.0
rec-1242-dup-3,rec-615-dup-0,0.0
rec-1242-dup-4,rec-102-dup-1,0.0
rec-1242-dup-4,rec-1242-dup-3,1.0
rec-1242-dup-4,rec-615-dup-0,0.0
rec-1242-org,rec-102-dup-1,0.0
rec-1242-org,rec-1242-dup-3,1.0
rec-1242-org,rec-1242-dup-4,1.0
rec-1242-org,rec-615-dup-0,0.0
rec-1243-dup-0,rec-1243-dup-1,1.0
rec-1243-dup-0,rec-1243-dup-2,1.0
rec-1243-dup-0,rec-1243-dup-3,1.0
rec-1243-dup-0,rec-1243-org,1.0
rec-1243-dup-0,rec-1343-dup-1,0.0
rec-1243-dup-0,rec-1343-dup-2,0.0
rec-1243-dup-0,rec-1343-org,0.0
rec-1243-dup-0,rec-1993-dup-0,0.0
rec-1243-dup-0,rec-1993-org,0.0
rec-1243-dup-0,rec-789-dup-0,0.0
rec-1243-dup-0,rec-789-dup-1,0.0
rec-1243-dup-0,rec-789-org,0.0
rec-1243-dup-1,rec-1243-dup-2,1.0
rec-1243-dup-1,rec-1243-dup-3,1.0
rec-1243-dup-1,rec-1343-dup-1,0.0
rec-1243-dup-1,rec-1343-org,0.0
rec-1243-dup-1,rec-1993-dup-0,0.0
rec-1243-dup-1,rec-1993-org,0.0
rec-1243-dup-1,rec-789-dup-0,0.0
rec-1243-dup-2,rec-1343-dup-1,0.0
rec-1243-dup-2,rec-1343-org,0.0
rec-1243-dup-2,rec-1993-dup-0,0.0
rec-1243-dup-2,rec-1993-org,0.0
rec-1243-dup-3,rec-1243-dup-2,1.0
rec-1243-org,rec-1243-dup-1,1.0
rec-1243-org,rec-1243-dup-2,1.0
rec-1243-org,rec-1243-dup-3,1.0
rec-1243-org,rec-1343-dup-1,0.0
rec-1243-org,rec-1343-dup-2,0.0
rec-1243-org,rec-1343-org,0.0
rec-1243-org,rec-1993-dup-0,0.0
rec-1243-org,rec-1993-org,0.0
rec-1243-org,rec-789-dup-0,0.0
rec-1243-org,rec-789-dup-1,0.0
rec-1243-org,rec-789-org,0.0
rec-1244-dup-0,rec-1244-dup-3,1.0
rec-1244-dup-0,rec-1331-org,0.0
rec-1244-dup-0,rec-1460-dup-0,0.0
rec-1244-dup-0,rec-1699-org,0.0
rec-1244-dup-1,rec-1244-dup-0,1.0
rec-1244-dup-1,rec-1244-dup-3,1.0
rec-1244-dup-1,rec-1244-org,1.0
rec-1244-dup-1,rec-1434-org,0.0
rec-1244-dup-1,rec-1715-dup-0,0.0
rec-1244-dup-1,rec-1715-dup-1,0.0
rec-1244-dup-1,rec-810-dup-0,0.0
rec-1244-dup-1,rec-810-org,0.0
rec-1244-dup-1,rec-97-org,0.0
rec-1244-dup-2,rec-104-org,0.0
rec-1244-dup-2,rec-1143-dup-0,0.0
rec-1244-dup-2,rec-1143-dup-1,0.0
rec-1244-dup-2,rec-1143-org,0.0
rec-1244-dup-2,rec-1174-org,0.0
rec-1244-dup-2,rec-1244-dup-0,1.0
rec-1244-dup-2,rec-1244-dup-1,1.0
rec-1244-dup-2,rec-1244-dup-3,1.0
rec-1244-dup-2,rec-1244-org,1.0
rec-1244-dup-2,rec-810-dup-0,0.0
rec-1244-dup-2,rec-810-org,0.0
rec-1244-dup-2,rec-97-org,0.0
rec-1244-org,rec-1143-dup-1,0.0
rec-1244-org,rec-1174-org,0.0
rec-1244-org,rec-1244-dup-0,1.0
rec-1244-org,rec-1244-dup-3,1.0
rec-1244-org,rec-810-dup-0,0.0
rec-1247-dup-1,rec-1247-dup-0,1.0
rec-1247-org,rec-1247-dup-0,1.0
rec-1247-org,rec-1247-dup-1,1.0
rec-1248-dup-0,rec-1248-dup-2,1.0
rec-1248-dup-0,rec-1248-org,1.0
rec-1248-dup-1,rec-1248-dup-0,1.0
rec-1248-dup-1,rec-1248-dup-2,1.0
rec-1248-dup-1,rec-1248-org,1.0
rec-1248-dup-1,rec-1313-dup-0,0.0
rec-1248-dup-1,rec-1313-org,0.0
rec-1248-dup-1,rec-133-dup-0,0.0
rec-1248-dup-1,rec-133-dup-3,0.0
rec-1248-dup-1,rec-133-dup-4,0.0
rec-1248-dup-1,rec-133-org,0.0
rec-1248-dup-1,rec-1331-org,0.0
rec-1248-dup-1,rec-1641-org,0.0
rec-1248-dup-1,rec-970-org,0.0
rec-1248-dup-2,rec-1248-org,1.0
rec-1248-dup-2,rec-1313-dup-0,0.0
rec-1248-dup-2,rec-1313-org,0.0
rec-1248-dup-2,rec-133-dup-0,0.0
rec-1248-dup-2,rec-133-dup-3,0.0
rec-1248-dup-2,rec-133-dup-4,0.0
rec-1248-dup-2,rec-133-org,0.0
rec-1248-dup-2,rec-1331-org,0.0
rec-1248-dup-2,rec-1641-org,0.0
rec-1248-dup-2,rec-970-org,0.0
rec-1248-org,rec-1313-dup-0,0.0
rec-1248-org,rec-1313-org,0.0
rec-1248-org,rec-133-dup-0,0.0
rec-1248-org,rec-133-dup-3,0.0
rec-1248-org,rec-133-dup-4,0.0
rec-1248-org,rec-133-org,0.0
rec-1248-org,rec-1331-org,0.0
rec-1248-org,rec-1641-org,0.0
rec-1248-org,rec-970-org,0.0
rec-1249-dup-0,rec-1249-dup-1,1.0
rec-1249-dup-0,rec-1249-org,1.0
rec-1249-dup-0,rec-1957-org,0.0
rec-1249-dup-1,rec-1957-org,0.0
rec-1249-org,rec-1249-dup-1,1.0
rec-1249-org,rec-1957-org,0.0
rec-125-dup-0,rec-1160-org,0.0
rec-125-dup-0,rec-125-dup-1,1.0
rec-125-dup-0,rec-125-org,1.0
rec-125-dup-2,rec-125-dup-0,1.0
rec-125-dup-2,rec-125-dup-1,1.0
rec-125-dup-2,rec-125-dup-3,1.0
rec-125-dup-2,rec-125-org,1.0
rec-125-dup-2,rec-75-dup-1,0.0
rec-125-dup-2,rec-75-dup-2,0.0
rec-125-dup-2,rec-75-dup-3,0.0
rec-125-dup-2,rec-75-org,0.0
rec-125-dup-3,rec-1160-dup-1,0.0
rec-125-dup-3,rec-1160-org,0.0
rec-125-dup-3,rec-125-dup-0,1.0
rec-125-dup-3,rec-125-dup-1,1.0
rec-125-dup-3,rec-125-org,1.0
rec-125-org,rec-125-dup-1,1.0
rec-1250-dup-0,rec-1250-org,1.0
rec-1250-dup-0,rec-394-dup-1,0.0
rec-1250-dup-0,rec-394-dup-3,0.0
rec-1250-dup-0,rec-394-org,0.0
rec-1250-dup-1,rec-1250-dup-0,1.0
rec-1250-dup-1,rec-1250-org,1.0
rec-1250-org,rec-394-dup-1,0.0
rec-1250-org,rec-394-dup-3,0.0
rec-1250-org,rec-394-org,0.0
rec-1251-org,rec-35-dup-4,0.0
rec-1252-dup-0,rec-197-dup-2,0.0
rec-1252-dup-0,rec-197-dup-4,0.0
rec-1252-dup-0,rec-197-org,0.0
rec-1252-dup-1,rec-1252-dup-0,1.0
rec-1252-dup-1,rec-1252-org,1.0
rec-1252-dup-1,rec-197-dup-2,0.0
rec-1252-dup-1,rec-197-dup-4,0.0
rec-1252-dup-1,rec-197-org,0.0
rec-1252-org,rec-1252-dup-0,1.0
rec-1252-org,rec-197-dup-2,0.0
rec-1252-org,rec-197-dup-4,0.0
rec-1252-org,rec-197-org,0.0
rec-1253-org,rec-1440-org,0.0
rec-1254-org,rec-1430-org,0.0
rec-1255-dup-0,rec-1255-org,1.0
rec-1256-dup-0,rec-1688-org,0.0
rec-1258-dup-0,rec-1690-dup-2,0.0
rec-1258-org,rec-1258-dup-0,1.0
rec-1258-org,rec-1421-dup-0,0.0
rec-1258-org,rec-1421-org,0.0
rec-1258-org,rec-1690-dup-2,0.0
rec-1258-org,rec-1690-org,0.0
rec-1258-org,rec-1765-dup-0,0.0
rec-1258-org,rec-31-org,0.0
rec-1258-org,rec-644-org,0.0
rec-1259-dup-0,rec-1259-org,1.0
rec-1259-dup-0,rec-1827-org,0.0
rec-1259-org,rec-1827-org,0.0
rec-126-dup-2,rec-126-dup-0,1.0
rec-126-dup-2,rec-126-org,1.0
rec-126-dup-3,rec-126-dup-0,1.0
rec-126-dup-3,rec-126-dup-2,1.0
rec-126-dup-3,rec-126-org,1.0
rec-126-org,rec-126-dup-0,1.0
rec-1260-dup-0,rec-1037-org,0.0
rec-1260-dup-0,rec-1260-dup-2,1.0
rec-1260-dup-0,rec-965-dup-0,0.0
rec-1260-dup-0,rec-965-org,0.0
rec-1260-dup-1,rec-1260-dup-0,1.0
rec-1260-dup-1,rec-1260-dup-2,1.0
rec-1260-dup-1,rec-1260-org,1.0
rec-1260-dup-1,rec-965-dup-0,0.0
rec-1260-dup-1,rec-965-org,0.0
rec-1260-dup-2,rec-965-dup-0,0.0
rec-1260-dup-2,rec-965-org,0.0
rec-1260-org,rec-1260-dup-0,1.0
rec-1260-org,rec-1260-dup-2,1.0
rec-1260-org,rec-1805-org,0.0
rec-1260-org,rec-685-org,0.0
rec-1260-org,rec-965-dup-0,0.0
rec-1260-org,rec-965-org,0.0
rec-1261-dup-0,rec-1261-dup-1,1.0
rec-1261-dup-0,rec-1261-dup-2,1.0
rec-1261-dup-0,rec-1261-org,1.0
rec-1261-dup-1,rec-1261-dup-2,1.0
rec-1261-dup-1,rec-1261-org,1.0
rec-1261-dup-1,rec-304-dup-0,0.0
rec-1261-dup-1,rec-304-org,0.0
rec-1261-dup-1,rec-327-dup-0,0.0
rec-1261-dup-1,rec-327-dup-1,0.0
rec-1261-dup-1,rec-327-org,0.0
rec-1261-dup-1,rec-414-org,0.0
rec-1261-dup-1,rec-797-org,0.0
rec-1261-dup-2,rec-1261-org,1.0
rec-1261-dup-2,rec-304-dup-0,0.0
rec-1261-dup-2,rec-304-org,0.0
rec-1261-dup-2,rec-327-dup-0,0.0
rec-1261-dup-2,rec-327-dup-1,0.0
rec-1261-dup-2,rec-327-org,0.0
rec-1261-dup-2,rec-414-org,0.0
rec-1261-dup-2,rec-797-org,0.0
rec-1261-org,rec-304-dup-0,0.0
rec-1261-org,rec-304-org,0.0
rec-1261-org,rec-327-dup-0,0.0
rec-1261-org,rec-327-dup-1,0.0
rec-1261-org,rec-327-org,0.0
rec-1261-org,rec-414-org,0.0
rec-1261-org,rec-797-org,0.0
rec-1262-dup-0,rec-1262-org,1.0
rec-1262-org,rec-646-org,0.0
rec-1263-org,rec-1641-org,0.0
rec-1263-org,rec-676-dup-0,0.0
rec-1263-org,rec-676-dup-3,0.0
rec-1265-dup-0,rec-120-org,0.0
rec-1265-dup-0,rec-1265-dup-1,1.0
rec-1265-dup-1,rec-120-org,0.0
rec-1265-org,rec-120-org,0.0
rec-1265-org,rec-1265-dup-0,1.0
rec-1265-org,rec-1265-dup-1,1.0
rec-1265-org,rec-625-org,0.0
rec-1266-org,rec-380-dup-4,0.0
rec-1267-org,rec-248-dup-0,0.0
rec-1267-org,rec-248-org,0.0
rec-1268-org,rec-1011-dup-0,0.0
rec-1268-org,rec-224-org,0.0
rec-1268-org,rec-799-dup-2,0.0
rec-1268-org,rec-799-org,0.0
rec-127-org,rec-182-org,0.0
rec-1271-dup-0,rec-1138-dup-1,0.0
rec-1271-dup-0,rec-1271-dup-1,1.0
rec-1271-dup-0,rec-1271-org,1.0
rec-1271-dup-0,rec-635-dup-1,0.0
rec-1271-dup-0,rec-635-dup-2,0.0
rec-1271-dup-2,rec-1138-dup-0,0.0
rec-1271-dup-2,rec-1138-dup-1,0.0
rec-1271-dup-2,rec-1138-org,0.0
rec-1271-dup-2,rec-1271-dup-0,1.0
rec-1271-dup-2,rec-1271-dup-1,1.0
rec-1271-dup-2,rec-1271-dup-3,1.0
rec-1271-dup-2,rec-1271-org,1.0
rec-1271-dup-2,rec-1640-org,0.0
rec-1271-dup-2,rec-635-dup-1,0.0
rec-1271-dup-2,rec-635-dup-2,0.0
rec-1271-dup-2,rec-635-org,0.0
rec-1271-dup-3,rec-1271-dup-0,1.0
rec-1271-dup-3,rec-1271-dup-1,1.0
rec-1271-dup-3,rec-1271-org,1.0
rec-1271-org,rec-1138-dup-1,0.0
rec-1271-org,rec-1271-dup-1,1.0
rec-1271-org,rec-635-dup-1,0.0
rec-1271-org,rec-635-dup-2,0.0
rec-1272-dup-0,rec-1272-dup-1,1.0
rec-1272-dup-0,rec-1272-org,1.0
rec-1272-org,rec-1272-dup-1,1.0
rec-1273-dup-1,rec-1143-dup-1,0.0
rec-1273-dup-1,rec-1273-dup-0,1.0
rec-1273-dup-1,rec-1273-dup-2,1.0
rec-1273-dup-1,rec-1273-dup-3,1.0
rec-1273-dup-1,rec-1273-org,1.0
rec-1273-dup-1,rec-710-dup-0,0.003
rec-1273-dup-1,rec-710-org,0.003
rec-1273-dup-2,rec-1143-dup-1,0.0
rec-1273-dup-2,rec-1273-dup-0,1.0
rec-1273-dup-2,rec-1273-dup-3,1.0
rec-1273-dup-2,rec-1273-org,1.0
rec-1273-dup-2,rec-710-org,0.003
rec-1273-dup-3,rec-1273-dup-0,1.0
rec-1273-org,rec-1273-dup-0,1.0
rec-1273-org,rec-1273-dup-3,1.0
rec-1275-dup-1,rec-1275-dup-0,1.0
rec-1275-dup-1,rec-1275-dup-2,1.0
rec-1275-dup-1,rec-1275-org,1.0
rec-1275-dup-2,rec-1275-dup-0,1.0
rec-1275-dup-2,rec-1275-org,1.0
rec-1275-org,rec-1275-dup-0,1.0
rec-1276-org,rec-1276-dup-0,1.0
rec-1277-dup-0,rec-1277-dup-1,1.0
rec-1277-dup-0,rec-1277-dup-2,1.0
rec-1277-dup-2,rec-1277-dup-1,1.0
rec-1277-dup-3,rec-1277-dup-0,1.0
rec-1277-dup-3,rec-1277-dup-1,1.0
rec-1277-dup-3,rec-1277-dup-2,1.0
rec-1277-dup-3,rec-1277-org,1.0
rec-1277-org,rec-1277-dup-0,1.0
rec-1277-org,rec-1277-dup-1,1.0
rec-1277-org,rec-1277-dup-2,1.0
rec-1278-dup-1,rec-1278-dup-0,1.0
rec-1278-dup-1,rec-1278-org,1.0
rec-1278-org,rec-1278-dup-0,1.0
rec-128-dup-0,rec-1128-dup-2,0.0
rec-128-dup-0,rec-1128-org,0.0
rec-128-dup-0,rec-128-org,1.0
rec-128-dup-0,rec-1589-dup-1,0.0
rec-128-dup-0,rec-1589-org,0.0
rec-128-org,rec-1128-org,0.0
rec-128-org,rec-1589-dup-1,0.0
rec-128-org,rec-1589-org,0.0
rec-1280-dup-0,rec-1280-dup-1,1.0
rec-1280-dup-3,rec-1280-dup-2,1.0
rec-1280-org,rec-1280-dup-0,1.0
rec-1280-org,rec-1280-dup-1,1.0
rec-1280-org,rec-1280-dup-2,1.0
rec-1280-org,rec-1280-dup-3,1.0
rec-1280-org,rec-1599-org,0.0
rec-1281-dup-0,rec-1281-org,1.0
rec-1282-dup-0,rec-1282-org,1.0
rec-1286-dup-0,rec-1185-dup-0,0.0
rec-1286-dup-0,rec-1286-dup-1,1.0
rec-1286-dup-0,rec-1286-dup-2,1.0
rec-1286-dup-0,rec-1286-org,1.0
rec-1286-dup-1,rec-1286-dup-2,1.0
rec-1286-org,rec-1286-dup-1,1.0
rec-1286-org,rec-1286-dup-2,1.0
rec-1286-org,rec-1773-org,0.0
rec-1289-dup-0,rec-1289-org,1.0
rec-1290-dup-0,rec-1290-dup-2,1.0
rec-1290-dup-1,rec-1290-dup-0,1.0
rec-1290-dup-1,rec-1290-dup-2,1.0
rec-1290-dup-1,rec-1290-org,1.0
rec-1290-dup-2,rec-194-dup-2,0.0
rec-1290-dup-2,rec-76-org,0.0
rec-1290-org,rec-1290-dup-0,1.0
rec-1290-org,rec-1290-dup-2,1.0
rec-1290-org,rec-194-dup-2,0.0
rec-1290-org,rec-76-org,0.0
rec-1291-org,rec-1291-dup-0,1.0
rec-1293-dup-0,rec-1051-dup-0,0.0
rec-1293-dup-0,rec-1051-org,0.0
rec-1293-dup-0,rec-1293-dup-1,1.0
rec-1293-dup-0,rec-1293-org,1.0
rec-1293-dup-0,rec-1589-dup-0,0.0
rec-1293-dup-0,rec-1804-dup-0,0.0
rec-1293-dup-0,rec-1804-dup-2,0.0
rec-1293-dup-0,rec-1804-org,0.0
rec-1293-dup-0,rec-1977-org,0.0
rec-1293-dup-0,rec-469-org,0.0
rec-1293-dup-0,rec-530-dup-0,0.0
rec-1293-dup-0,rec-530-dup-1,0.0
rec-1293-dup-0,rec-530-org,0.0
rec-1293-dup-0,rec-954-dup-0,0.0
rec-1293-dup-0,rec-954-dup-1,0.0
rec-1293-dup-0,rec-954-dup-2,0.0
rec-1293-dup-0,rec-954-dup-3,0.0
rec-1293-dup-0,rec-954-org,0.0
rec-1293-org,rec-1051-dup-0,0.0
rec-1293-org,rec-1293-dup-1,1.0
rec-1293-org,rec-1589-dup-0,0.0
rec-1293-org,rec-1804-dup-0,0.0
rec-1293-org,rec-1804-dup-2,0.0
rec-1293-org,rec-1804-org,0.0
rec-1293-org,rec-1977-org,0.0
rec-1293-org,rec-530-dup-1,0.0
rec-1293-org,rec-530-org,0.0
rec-1293-org,rec-954-dup-0,0.0
rec-1293-org,rec-954-dup-2,0.0
rec-1293-org,rec-954-dup-3,0.0
rec-1293-org,rec-954-org,0.0
rec-1296-dup-0,rec-1296-dup-1,1.0
rec-1296-dup-2,rec-1296-dup-0,1.0
rec-1296-dup-2,rec-1296-dup-1,1.0
rec-1296-org,rec-1296-dup-0,1.0
rec-1296-org,rec-1296-dup-1,1.0
rec-1296-org,rec-1296-dup-2,1.0
rec-1298-dup-0,rec-1487-org,0.0
rec-1298-dup-1,rec-1298-dup-0,1.0
rec-1298-dup-1,rec-1298-org,1.0
rec-1298-dup-1,rec-1487-org,0.0
rec-1298-dup-2,rec-1298-dup-0,1.0
rec-1298-dup-2,rec-1298-dup-1,1.0
rec-1298-dup-2,rec-1298-dup-3,1.0
rec-1298-dup-2,rec-1298-org,1.0
rec-1298-dup-2,rec-1487-org,0.0
rec-1298-dup-2,rec-1502-dup-0,0.0
rec-1298-dup-2,rec-1502-dup-1,0.0
rec-1298-dup-2,rec-1502-org,0.0
rec-1298-dup-2,rec-1793-dup-0,0.0
rec-1298-dup-2,rec-1793-org,0.0
rec-1298-dup-2,rec-200-org,0.0
rec-1298-dup-2,rec-201-dup-0,0.0
rec-1298-dup-2,rec-201-org,0.0
rec-1298-dup-3,rec-1298-dup-0,1.0
rec-1298-dup-3,rec-1298-dup-1,1.0
rec-1298-dup-3,rec-1298-org,1.0
rec-1298-dup-3,rec-1487-org,0.0
rec-1298-dup-3,rec-1502-dup-0,0.0
rec-1298-dup-3,rec-1502-dup-1,0.0
rec-1298-dup-3,rec-1793-org,0.0
rec-1298-dup-3,rec-200-org,0.0
rec-1298-dup-3,rec-201-org,0.0
rec-1298-dup-4,rec-1298-dup-0,1.0
rec-1298-dup-4,rec-1298-dup-1,1.0
rec-1298-dup-4,rec-1298-dup-2,1.0
rec-1298-dup-4,rec-1298-dup-3,1.0
rec-1298-dup-4,rec-1298-org,1.0
rec-1298-dup-4,rec-1487-org,0.0
rec-1298-dup-4,rec-1502-dup-0,0.0
rec-1298-dup-4,rec-1502-dup-1,0.0
rec-1298-dup-4,rec-1502-org,0.0
rec-1298-dup-4,rec-1793-dup-0,0.0
rec-1298-dup-4,rec-1793-org,0.0
rec-1298-dup-4,rec-200-org,0.0
rec-1298-dup-4,rec-201-dup-0,0.0
rec-1298-dup-4,rec-201-org,0.0
rec-1298-org,rec-1298-dup-0,1.0
rec-1298-org,rec-1487-org,0.0
rec-1299-org,rec-1581-dup-1,0.0
rec-1299-org,rec-597-org,0.0
rec-13-dup-0,rec-13-org,1.0
rec-130-org,rec-78-dup-0,0.0
rec-1300-org,rec-1873-org,0.0
rec-1300-org,rec-293-dup-0,0.0
rec-1300-org,rec-505-org,0.0
rec-1301-dup-0,rec-1301-org,1.0
rec-1301-dup-1,rec-1301-dup-0,1.0
rec-1301-dup-1,rec-1301-org,1.0
rec-1302-dup-1,rec-1302-dup-0,1.0
rec-1302-dup-1,rec-1302-org,1.0
rec-1302-dup-1,rec-316-dup-2,0.0
rec-1302-dup-1,rec-316-dup-3,0.0
rec-1302-dup-1,rec-316-org,0.0
rec-1302-dup-2,rec-1302-dup-0,1.0
rec-1302-dup-2,rec-1302-dup-1,1.0
rec-1302-dup-2,rec-1302-org,1.0
rec-1302-org,rec-1302-dup-0,1.0
rec-1302-org,rec-316-dup-2,0.0
rec-1302-org,rec-316-dup-3,0.0
rec-1303-dup-0,rec-1303-org,1.0
rec-1303-org,rec-8-dup-0,0.0
rec-1303-org,rec-8-dup-3,0.0
rec-1303-org,rec-8-org,0.0
rec-1304-dup-1,rec-1304-dup-0,1.0
rec-1304-dup-1,rec-1510-dup-0,0.0
rec-1304-dup-1,rec-1510-org,0.0
rec-1304-dup-2,rec-1304-dup-0,1.0
rec-1304-dup-2,rec-1304-dup-1,1.0
rec-1304-org,rec-1304-dup-0,1.0
rec-1304-org,rec-1304-dup-1,1.0
rec-1304-org,rec-1304-dup-2,1.0
rec-1304-org,rec-1510-dup-0,0.0
rec-1304-org,rec-1510-org,0.0
rec-1305-dup-0,rec-1305-dup-1,1.0
rec-1305-dup-0,rec-1305-org,1.0
rec-1305-dup-0,rec-662-dup-4,0.0
rec-1305-dup-1,rec-1305-org,1.0
rec-1305-org,rec-662-dup-4,0.0
rec-1307-dup-0,rec-1307-dup-1,1.0
rec-1307-dup-0,rec-1307-dup-2,1.0
rec-1307-dup-0,rec-1307-dup-3,1.0
rec-1307-dup-0,rec-1307-dup-4,1.0
rec-1307-dup-0,rec-1360-org,0.0
rec-1307-dup-1,rec-1307-dup-2,1.0
rec-1307-dup-1,rec-1307-dup-3,1.0
rec-1307-dup-1,rec-1307-dup-4,1.0
rec-1307-dup-1,rec-1360-org,0.0
rec-1307-dup-3,rec-1307-dup-2,1.0
rec-1307-dup-3,rec-1307-dup-4,1.0
rec-1307-dup-4,rec-1307-dup-2,1.0
rec-1307-dup-4,rec-1360-org,0.0
rec-1307-org,rec-1307-dup-0,1.0
rec-1307-org,rec-1307-dup-1,1.0
rec-1307-org,rec-1307-dup-2,1.0
rec-1307-org,rec-1307-dup-3,1.0
rec-1307-org,rec-1307-dup-4,1.0
rec-1307-org,rec-1360-org,0.0
rec-1307-org,rec-325-org,0.0
rec-1308-org,rec-1031-org,0.0
rec-1309-org,rec-1337-dup-3,0.0
rec-1309-org,rec-1767-dup-0,0.0
rec-1309-org,rec-1767-org,0.0
rec-131-dup-0,rec-1897-dup-1,0.0
rec-131-org,rec-1124-dup-1,0.0
rec-131-org,rec-131-dup-0,1.0
rec-131-org,rec-1589-dup-2,0.0
rec-131-org,rec-1897-dup-0,0.0
rec-131-org,rec-1897-dup-1,0.0
rec-1310-dup-0,rec-1310-org,1.0
rec-1312-dup-1,rec-1312-dup-0,1.0
rec-1312-org,rec-1312-dup-0,1.0
rec-1312-org,rec-1312-dup-1,1.0
rec-1313-dup-0,rec-1313-org,1.0
rec-1313-dup-0,rec-1331-org,0.0
rec-1313-dup-0,rec-970-org,0.0
rec-1313-org,rec-1331-org,0.0
rec-1314-dup-0,rec-1145-org,0.0
rec-1314-dup-0,rec-1314-dup-1,1.0
rec-1314-dup-0,rec-1314-dup-2,1.0
rec-1314-dup-0,rec-1314-dup-3,1.0
rec-1314-dup-0,rec-1314-org,1.0
rec-1314-dup-0,rec-1560-dup-1,0.0
rec-1314-dup-0,rec-1560-dup-3,0.003
rec-1314-dup-0,rec-1560-org,0.003
rec-1314-dup-0,rec-1822-org,0.0
rec-1314-dup-0,rec-1936-org,0.0
rec-1314-dup-0,rec-205-org,0.0
rec-1314-dup-0,rec-210-dup-2,0.0
rec-1314-dup-0,rec-210-dup-3,0.0
rec-1314-dup-0,rec-210-dup-4,0.0
rec-1314-dup-0,rec-210-org,0.0
rec-1314-dup-2,rec-1314-dup-1,1.0
rec-1314-dup-2,rec-210-org,0.0
rec-1314-dup-3,rec-1145-org,0.0
rec-1314-dup-3,rec-1314-dup-1,1.0
rec-1314-dup-3,rec-1314-dup-2,1.0
rec-1314-dup-3,rec-1560-dup-1,0.0
rec-1314-dup-3,rec-1560-dup-3,0.003
rec-1314-dup-3,rec-1560-org,0.003
rec-1314-dup-3,rec-1822-org,0.0
rec-1314-dup-3,rec-1936-org,0.0
rec-1314-dup-3,rec-205-org,0.0
rec-1314-dup-3,rec-210-dup-2,0.0
rec-1314-dup-3,rec-210-dup-3,0.0
rec-1314-dup-3,rec-210-dup-4,0.0
rec-1314-dup-3,rec-210-org,0.0
rec-1314-org,rec-1145-org,0.0
rec-1314-org,rec-1314-dup-1,1.0
rec-1314-org,rec-1314-dup-2,1.0
rec-1314-org,rec-1314-dup-3,1.0
rec-1314-org,rec-1560-dup-1,0.0
rec-1314-org,rec-1560-dup-3,0.003
rec-1314-org,rec-1560-org,0.003
rec-1314-org,rec-1822-org,0.0
rec-1314-org,rec-1936-org,0.0
rec-1314-org,rec-205-org,0.0
rec-1314-org,rec-210-dup-2,0.0
rec-1314-org,rec-210-dup-3,0.0
rec-1314-org,rec-210-dup-4,0.0
rec-1314-org,rec-210-org,0.0
rec-1315-org,rec-4-org,0.0
rec-1316-dup-0,rec-1316-dup-2,1.0
rec-1316-dup-0,rec-1316-dup-3,1.0
rec-1316-dup-0,rec-1316-dup-4,1.0
rec-1316-dup-0,rec-1316-org,1.0
rec-1316-dup-1,rec-1316-dup-0,1.0
rec-1316-dup-1,rec-1316-dup-2,1.0
rec-1316-dup-1,rec-1316-dup-3,1.0
rec-1316-dup-1,rec-1316-dup-4,1.0
rec-1316-dup-1,rec-1316-org,1.0
rec-1316-dup-2,rec-1316-dup-3,1.0
rec-1316-dup-2,rec-1316-dup-4,1.0
rec-1316-dup-3,rec-1316-dup-4,1.0
rec-1316-org,rec-1316-dup-2,1.0
rec-1316-org,rec-1316-dup-3,1.0
rec-1316-org,rec-1316-dup-4,1.0
rec-1317-org,rec-1631-org,0.0
rec-1318-dup-1,rec-1318-dup-0,1.0
rec-1318-dup-2,rec-1318-dup-0,1.0
rec-1318-dup-2,rec-1318-dup-1,1.0
rec-1318-dup-2,rec-1318-org,1.0
rec-1318-dup-2,rec-82-org,0.0
rec-1318-org,rec-1318-dup-0,1.0
rec-1318-org,rec-1318-dup-1,1.0
rec-1318-org,rec-82-org,0.0
rec-1319-org,rec-1684-dup-0,0.0
rec-1319-org,rec-1684-dup-4,0.0
rec-132-org,rec-341-dup-0,0.0
rec-1320-dup-0,rec-1320-dup-1,1.0
rec-1320-dup-0,rec-1320-dup-2,1.0
rec-1320-dup-0,rec-1320-org,1.0
rec-1320-dup-1,rec-1320-org,1.0
rec-1320-dup-2,rec-1320-dup-1,1.0
rec-1320-dup-2,rec-1320-org,1.0
rec-1320-dup-3,rec-1320-dup-0,1.0
rec-1320-dup-3,rec-1320-dup-1,1.0
rec-1320-dup-3,rec-1320-dup-2,1.0
rec-1320-dup-3,rec-1320-org,1.0
rec-1320-dup-4,rec-1320-dup-0,1.0
rec-1320-dup-4,rec-1320-dup-1,1.0
rec-1320-dup-4,rec-1320-dup-2,1.0
rec-1320-dup-4,rec-1320-dup-3,1.0
rec-1320-dup-4,rec-1320-org,1.0
rec-1321-dup-0,rec-423-org,0.0
rec-1321-org,rec-1321-dup-0,1.0
rec-1321-org,rec-423-org,0.0
rec-1322-dup-2,rec-1322-org,1.0
rec-1322-dup-3,rec-1322-dup-2,1.0
rec-1322-dup-3,rec-1322-org,1.0
rec-1322-dup-3,rec-1814-dup-1,0.0
rec-1322-dup-3,rec-1852-dup-0,0.0
rec-1322-dup-3,rec-1852-org,0.0
rec-1322-org,rec-1322-dup-1,1.0
rec-1324-dup-0,rec-247-org,0.0
